id,title,revenue,budget,genres
449443,Den of Thieves,80509622,30000000,"Action, Thriller, Crime"
2310,Beowulf,195735876,70000000,"Adventure, Action, Animation"
266647,Pan,128388320,150000000,"Fantasy, Adventure, Family, Action"
4258,Scary Movie 5,78378744,20000000,Comedy
261392,American Ultra,27139524,28000000,"Comedy, Action"
309809,The Little Prince,97571250,64000000,"Adventure, Animation, Fantasy, Family"
2756,The Abyss,90000098,70000000,"Adventure, Action, Thriller, Science Fiction"
8068,Desperado,25405445,7000000,"Thriller, Action, Crime"
841,Dune,30925690,40000000,"Action, Science Fiction, Adventure"
4488,Friday the 13th,59754601,550000,Horror
11007,Cheaper by the Dozen,190212113,40000000,"Comedy, Family"
978,Seven Years in Tibet,131457682,70000000,"Adventure, Drama, History"
15092,Crank: High Voltage,34560577,20000000,"Action, Thriller, Crime"
193893,Let's Be Cops,136621271,17000000,Comedy
26388,Buried,19152480,1987650,"Drama, Thriller, Mystery"
979,Irreversible,6500000,3500000,"Drama, Thriller, Crime"
440,Aliens vs Predator: Requiem,130290885,40000000,"Fantasy, Action, Science Fiction, Thriller, Horror"
1267,Meet the Robinsons,169332978,150000000,"Animation, Comedy, Family"
501929,The Mitchells vs. the Machines,0,75000000,"Animation, Adventure, Comedy"
531219,Roald Dahl's The Witches,29303571,0,"Family, Comedy, Fantasy, Horror"
7220,The Punisher,54700105,33000000,"Action, Crime, Drama"
431693,Spies in Disguise,171616764,100000000,"Animation, Action, Adventure, Comedy, Family"
36685,The Rocky Horror Picture Show,112892319,1200000,"Comedy, Science Fiction, Fantasy, Horror"
9801,Bridget Jones: The Edge of Reason,262500000,40000000,"Comedy, Romance"
768,From Hell,74558115,35000000,"Horror, Mystery, Thriller"
516486,Greyhound,0,50300000,"War, Action, Drama"
403119,47 Meters Down,62198461,5500000,"Thriller, Adventure, Horror"
975,Paths of Glory,0,935000,"Drama, War"
353070,Going in Style,84618541,25000000,"Crime, Comedy"
103731,Mud,32613173,10000000,Drama
220289,Coherence,139745,50000,"Thriller, Science Fiction"
7512,Idiocracy,495303,30000000,"Comedy, Science Fiction, Adventure"
51739,The Secret World of Arrietty,149480483,23000000,"Fantasy, Animation, Family"
398181,You Were Never Really Here,10891281,0,"Crime, Drama, Thriller"
8054,The Imaginarium of Doctor Parnassus,64352607,30000000,"Adventure, Fantasy, Mystery"
76640,The Last Stand,0,30000000,"Action, Crime, Thriller"
610150,Dragon Ball Super: Super Hero,86562140,0,"Animation, Science Fiction, Action"
80271,LOL,10500000,11000000,"Drama, Comedy, Romance"
65057,The Descendants,177243185,20000000,"Comedy, Drama"
49520,The Change-Up,75450437,52000000,Comedy
4442,The Brothers Grimm,105316267,88000000,"Adventure, Fantasy, Action, Comedy, Thriller"
9355,Mad Max Beyond Thunderdome,36230219,10000000,"Action, Adventure, Science Fiction"
339397,Café Society,43763247,30000000,"Comedy, Drama, Romance"
116711,Epic,268426634,100000000,"Animation, Adventure, Family, Fantasy"
3175,Barry Lyndon,198992,11000000,"Drama, Romance, War"
597208,Nightmare Alley,39629195,60000000,"Thriller, Crime, Drama"
420814,Christopher Robin,99138899,75000000,"Adventure, Comedy, Family, Fantasy"
10734,Escape from Alcatraz,43004381,8000000,"Drama, Thriller"
1381,The Fountain,15304890,35000000,"Drama, Adventure, Science Fiction, Romance"
7484,Open Season,197309027,85000000,"Animation, Family, Adventure, Comedy"
10999,Commando,57500000,10000000,"Action, Adventure, Thriller"
5123,August Rush,66122026,25000000,"Family, Drama, Music"
452507,1922,0,0,"Horror, Crime, Drama"
1255,The Host,88489643,11000000,"Horror, Drama, Science Fiction"
257091,Get Hard,111811453,40000000,Comedy
3597,I Know What You Did Last Summer,125586134,17000000,"Horror, Thriller, Mystery"
210860,Mortdecai,47318560,60000000,"Comedy, Adventure"
2666,Dark City,27200316,27000000,"Mystery, Science Fiction"
8413,Event Horizon,26673242,60000000,"Horror, Science Fiction, Mystery"
225565,That Awkward Moment,45640143,8000000,"Comedy, Romance"
4513,30 Days of Night,75505973,30000000,"Horror, Thriller"
242512,Ouija,103590271,5000000,Horror
394117,The Florida Project,11303040,2000000,Drama
9767,The Break-Up,205668210,52000000,"Romance, Comedy"
2044,The Lake House,114830111,40000000,"Drama, Mystery, Romance"
9470,Kung Fu Hustle,102034104,20000000,"Action, Comedy, Crime, Fantasy"
74465,We Bought a Zoo,120081841,50000000,"Drama, Comedy, Family"
11024,Scooby-Doo 2: Monsters Unleashed,181466833,80000000,"Mystery, Fantasy, Adventure, Comedy"
46838,Tucker and Dale vs. Evil,5224938,5000000,"Comedy, Horror"
23437,A Nightmare on Elm Street,115664037,35000000,"Horror, Mystery, Thriller"
9477,King Arthur,203567857,120000000,"Adventure, War, History, Action"
210479,Locke,4635300,2000000,"Drama, Thriller"
52451,The Three Musketeers,132274484,75000000,"Adventure, Action, Thriller"
1887,Marie Antoinette,60917189,40000000,"Drama, History"
20048,Confessions of a Shopaholic,108332743,40000000,"Comedy, Romance"
976573,Elemental,486797988,200000000,"Animation, Comedy, Family, Fantasy, Romance"
665,Ben-Hur,164000000,15000000,"Action, Drama, History, Adventure"
555604,Guillermo del Toro's Pinocchio,0,35000000,"Animation, Fantasy, Drama, Music"
10601,Peter Pan,121975011,100000000,"Adventure, Fantasy, Family"
786,Almost Famous,47386287,60000000,"Drama, Music"
9473,"South Park: Bigger, Longer & Uncut",83137603,21000000,"Animation, Comedy"
393457,Fences,64414761,24000000,Drama
5236,Kiss Kiss Bang Bang,15785148,15000000,"Comedy, Crime, Mystery, Thriller"
384677,Set It Up,0,0,"Romance, Comedy"
9593,Last Action Hero,137300000,85000000,"Adventure, Fantasy, Action, Comedy, Family"
319,True Romance,12600000,12500000,"Action, Crime, Romance"
313922,Green Room,3769214,5000000,"Horror, Crime, Thriller"
459992,Long Shot,0,40000000,"Comedy, Romance"
712,Four Weddings and a Funeral,245700832,4400000,"Comedy, Drama, Romance"
271718,Trainwreck,140795793,35000000,"Comedy, Romance"
9705,Swordfish,147080413,102000000,"Action, Crime, Thriller"
228326,The Book of Life,97437106,50000000,"Animation, Adventure, Comedy, Family, Fantasy"
533,Wallace & Gromit: The Curse of the Were-Rabbit,192610372,30000000,"Adventure, Animation, Comedy, Family"
5,Four Rooms,4257354,4000000,Comedy
801,"Good Morning, Vietnam",123922370,13000000,"Comedy, Drama, War"
19,Metropolis,650422,1300000,"Drama, Science Fiction"
8204,The Spiderwick Chronicles,164170327,90000000,"Family, Adventure, Fantasy"
9902,Wrong Turn,28650575,12600000,"Horror, Thriller"
239571,The Best of Me,35926213,26000000,"Drama, Romance"
417384,Scary Stories to Tell in the Dark,104545505,25000000,"Horror, Thriller"
308369,Me and Earl and the Dying Girl,0,0,"Drama, Comedy"
10637,Remember the Titans,136706683,30000000,Drama
49527,Man on a Ledge,46221189,42000000,"Action, Thriller, Crime"
9336,Police Academy,81198894,4500000,"Comedy, Crime"
9373,The Texas Chainsaw Massacre,107363905,9500000,Horror
484641,Anna,31626978,34000000,"Thriller, Action"
9539,Martyrs,1100000,6500000,"Horror, Drama, Thriller"
388399,Patriots Day,50548152,45000000,"Action, Crime, Drama, History, Thriller"
8874,My Best Friend's Wedding,299288605,38000000,"Comedy, Romance"
565426,To All the Boys: P.S. I Still Love You,0,0,"Romance, Comedy"
9614,Happy Gilmore,41205099,12000000,Comedy
227719,Project Almanac,33213241,12000000,"Science Fiction, Thriller, Drama"
55787,Water for Elephants,117094902,38000000,"Drama, Romance"
399360,Alpha,35808437,51000000,"Adventure, Drama"
49517,Tinker Tailor Soldier Spy,80630608,30000000,"Drama, Thriller, Mystery"
364433,They Call Me Jeeg,0,1900000,"Crime, Drama, Action, Science Fiction"
944,Lethal Weapon 4,285444603,140000000,"Action, Adventure, Comedy, Crime, Thriller"
1580,Rope,2200000,1500000,"Thriller, Crime, Drama"
379149,The Foreigner,145374099,35000000,"Action, Thriller"
22894,Legion,67918658,26000000,"Horror, Action, Fantasy"
505600,Booksmart,24849029,6000000,Comedy
321741,Concussion,50363790,35000000,"Drama, History"
9315,Flightplan,223387299,55000000,"Thriller, Drama, Mystery"
37958,Immortals,226904017,75000000,"Fantasy, Action, Drama"
1574,Chicago,306776732,45000000,"Comedy, Crime, Drama"
306947,The Invitation,354835,1000000,"Thriller, Horror"
14564,Rings,83080890,25000000,Horror
610253,Halloween Kills,133423964,20000000,"Horror, Thriller"
62835,Colombiana,71508440,40000000,"Action, Thriller, Crime, Drama"
407436,Mowgli: Legend of the Jungle,0,175000000,"Adventure, Drama"
395990,Death Wish,34017028,30000000,"Action, Crime, Drama, Thriller"
595,To Kill a Mockingbird,13129846,2000000,Drama
13207,Friday the 13th,91509154,19000000,Horror
612,Munich,130982129,70000000,"Drama, Action, History, Thriller"
438650,Cold Pursuit,76419755,60000000,"Action, Crime, Thriller"
68737,Seventh Son,114178613,95000000,"Adventure, Fantasy"
17609,Antichrist,791867,11000000,"Drama, Horror, Thriller"
9374,Death Becomes Her,149022650,55000000,"Comedy, Fantasy, Horror"
882598,Smile,216135048,17000000,"Horror, Mystery, Thriller"
12144,The Land Before Time,84460846,12500000,"Family, Animation, Adventure"
9279,Jingle All the Way,129832389,60000000,"Family, Comedy, Adventure"
2976,Hairspray,90450008,50000000,"Comedy, Romance, Drama"
2652,Hard Candy,7022209,950000,"Drama, Thriller"
8009,Highlander,12885193,16000000,"Adventure, Action, Fantasy"
109443,Anchorman 2: The Legend Continues,173649015,50000000,Comedy
419680,Daddy's Home 2,180613180,69000000,Comedy
192141,No Escape,54418872,5000000,Thriller
316023,Mike and Dave Need Wedding Dates,77068246,33000000,Comedy
505948,I Am Mother,643593,0,"Science Fiction, Thriller"
638,Lost Highway,3756869,15000000,"Drama, Thriller, Mystery"
58244,Upside Down,22187813,60000000,"Romance, Science Fiction, Drama, Fantasy"
539885,Ava,2987741,0,"Action, Thriller, Crime"
521,Dial M for Murder,3000000,1400000,"Thriller, Crime"
9277,The Sting,159616327,5500000,"Comedy, Crime, Drama"
55,Amores Perros,20908467,2000000,"Drama, Thriller"
843,In the Mood for Love,14204632,150000,"Drama, Romance"
46738,Incendies,6788659,6800000,"Drama, War, Mystery"
493529,Dungeons & Dragons: Honor Among Thieves,208177026,151000000,"Adventure, Fantasy, Comedy"
77174,ParaNorman,107139399,60000000,"Family, Animation, Adventure, Comedy"
449562,The Hustle,97409779,21000000,"Comedy, Crime, Action"
4476,Legends of the Fall,160638883,30000000,"Adventure, Drama, Romance, War, Western"
599,Sunset Boulevard,5000000,1752000,Drama
6466,Freddy vs. Jason,116643421,30000000,Horror
365942,The Space Between Us,14793385,30000000,"Romance, Adventure, Science Fiction, Drama"
171274,Inherent Vice,14710975,20000000,"Drama, Mystery, Comedy"
567748,The Guilty,0,0,"Drama, Thriller"
9383,Hollow Man,190213455,95000000,"Action, Science Fiction, Thriller"
535581,The Dead Don't Die,12104595,0,"Comedy, Horror, Fantasy"
9257,S.W.A.T.,116643346,80000000,"Action, Thriller, Crime"
26466,Triangle,1594955,12000000,Horror
115782,Jobs,42100000,12000000,"Drama, History"
8584,Shanghai Noon,99274467,55000000,"Adventure, Action, Comedy, Western"
83899,You're Next,14347000,1000000,"Horror, Thriller, Mystery"
11319,The Rescuers,71215869,1200000,"Fantasy, Family, Animation, Adventure"
928,Gremlins 2: The New Batch,41482207,50000000,"Comedy, Horror, Fantasy"
10567,Dinosaur,354248063,127500000,"Family, Animation"
14560,Paul Blart: Mall Cop,183293131,26000000,"Action, Adventure, Comedy, Family"
713704,Evil Dead Rise,146733054,15000000,"Thriller, Horror"
9352,EuroTrip,20796847,25000000,Comedy
18533,Bronson,2260712,230000,"Drama, Action, Crime"
1832,Dogma,31429330,10000000,"Fantasy, Comedy, Adventure"
587807,Tom & Jerry,136536687,50000000,"Comedy, Family, Animation"
339877,Loving Vincent,42187665,5500000,"Animation, Drama, Mystery, History"
10204,Around the World in 80 Days,72178895,110000000,"Action, Adventure, Comedy"
335796,Ouija: Origin of Evil,81705746,9000000,Horror
361292,Suspiria,6348889,20000000,"Drama, Horror, Mystery, Fantasy"
292011,Richard Jewell,33904605,45000000,"Drama, Crime"
5925,The Great Escape,11744471,4000000,"Adventure, Drama, History, Thriller, War"
740985,Borat Subsequent Moviefilm,0,0,Comedy
459151,The Boss Baby: Family Business,146745280,82000000,"Animation, Comedy, Adventure, Family"
4512,The Assassination of Jesse James by the Coward Robert Ford,14711793,30000000,"Action, Drama, Western"
38167,Eat Pray Love,204594016,60000000,"Drama, Romance"
9360,Anaconda,136885767,45000000,"Adventure, Horror, Thriller"
11005,Awakenings,52096475,31000000,Drama
463272,Johnny English Strikes Again,158972499,25000000,"Action, Adventure, Comedy"
2292,Clerks,3151130,27575,Comedy
951,Kindergarten Cop,201957688,15000000,Comedy
88794,J. Edgar,84606030,35000000,"Drama, Crime, History"
502033,Sound of Metal,516520,0,"Drama, Music"
10316,The Ides of March,76338111,12500000,Drama
9408,Surf's Up,149044513,85000000,"Animation, Comedy, Family"
41436,Paranormal Activity 2,177512032,3000000,"Horror, Mystery"
77987,Only God Forgives,10337387,4800000,"Drama, Thriller, Crime"
23048,Hot Tub Time Machine,64780213,36000000,"Science Fiction, Comedy, Adventure"
49797,I Saw the Devil,0,0,"Thriller, Horror"
23047,Season of the Witch,91627228,40000000,"Adventure, Fantasy, Action"
522162,Midway,127420861,100000000,"Action, Drama, War, History, Adventure"
888,The Flintstones,341631208,46000000,"Fantasy, Comedy, Family"
11545,Rushmore,17096053,9000000,"Comedy, Drama"
1645,A Time to Kill,152266007,40000000,"Crime, Drama, Thriller"
9003,Hellraiser,14575193,1000000,"Horror, Thriller"
9387,Conan the Barbarian,79114085,20000000,"Adventure, Fantasy, Action"
539537,Fantasy Island,49447308,7000000,"Horror, Fantasy, Adventure, Mystery"
482373,Don't Breathe 2,53785551,10000000,"Thriller, Horror"
416477,The Big Sick,56303596,5000000,"Comedy, Drama, Romance"
2757,Adaptation.,32801173,19000000,"Comedy, Crime, Drama"
615777,Babylon,63363579,78000000,"Drama, Comedy"
567189,Tom Clancy's Without Remorse,0,0,"Adventure, Action, Thriller, War"
451915,Beautiful Boy,7649973,25000000,Drama
546121,Run,5184368,1700000,"Thriller, Horror, Drama"
568091,Fractured,0,0,Thriller
760104,X,14779858,10000000,Horror
72387,Safe,40346186,30000000,"Action, Crime, Thriller"
9947,Elektra,56681566,43000000,"Action, Fantasy, Science Fiction"
480414,The Curse of La Llorona,122033739,9000000,"Horror, Mystery, Thriller"
10996,Stuart Little 2,169956806,120000000,"Family, Adventure, Animation, Comedy"
8914,Deep Blue Sea,164648142,60000000,"Action, Horror, Science Fiction"
8390,"Definitely, Maybe",55447968,0,"Comedy, Romance"
16690,Return to Never Land,109862682,20000000,"Adventure, Fantasy, Animation, Family"
134411,Snitch,42930462,35000000,"Thriller, Drama, Action"
1281,Bean,251212670,18000000,"Comedy, Family, Adventure"
602223,The Forever Purge,76994245,18000000,"Horror, Action, Thriller"
38745,Gulliver's Travels,237382724,112000000,"Family, Comedy, Adventure, Fantasy"
7552,Fun with Dick and Jane,202026112,100000000,Comedy
325348,Hardcore Henry,14333790,2000000,"Action, Adventure, Science Fiction"
43923,It's Kind of a Funny Story,6491240,8000000,"Comedy, Drama"
984,Dirty Harry,35976000,4000000,"Action, Crime, Thriller"
705861,Hustle,0,0,"Drama, Comedy"
18501,Gamer,40828540,50000000,"Action, Thriller, Science Fiction"
433310,When We First Met,0,10000000,"Comedy, Romance, Fantasy"
553,Dogville,16680836,10000000,"Crime, Drama, Thriller"
376866,Jackie,13960394,9000000,Drama
10665,The Strangers,82391145,9000000,"Horror, Mystery, Thriller"
82703,Mr. Peabody & Sherman,272912430,145000000,"Animation, Adventure, Family"
112949,Safe Haven,97594140,28000000,"Romance, Thriller"
10358,Zack and Miri Make a Porno,42105111,24000000,Comedy
985,Eraserhead,7000000,100000,Horror
531428,Portrait of a Lady on Fire,9923127,5740000,"Drama, Romance"
290512,The Mountain Between Us,62832209,35000000,"Drama, Adventure, Romance"
8374,The Boondock Saints,50000000,6000000,"Action, Thriller, Crime"
476299,Ghostland,0,0,"Horror, Mystery, Thriller"
9482,Judge Dredd,113493481,90000000,Science Fiction
63492,What's Your Number?,30426096,20000000,"Comedy, Romance"
8470,John Q,102244770,36000000,"Drama, Thriller, Crime"
9894,The Cable Guy,102825796,47000000,"Comedy, Drama, Thriller"
9574,Flubber,177977226,80000000,"Comedy, Family, Science Fiction"
460458,Resident Evil: Welcome to Raccoon City,41914915,25000000,"Horror, Science Fiction, Action"
12242,Mulan II,0,0,"Animation, Comedy, Family, Action"
10494,Perfect Blue,112536,830000,"Animation, Thriller"
10331,Night of the Living Dead,30000000,114000,Horror
228165,The SpongeBob Movie: Sponge Out of Water,311594032,74000000,"Family, Adventure, Comedy, Fantasy, Animation"
301351,We Are Your Friends,11122090,6000000,"Drama, Music, Romance, Comedy"
9645,Ghost Ship,68349884,35000000,"Horror, Mystery, Thriller"
167,K-PAX,50315140,48000000,"Science Fiction, Drama, Mystery"
829280,Enola Holmes 2,0,0,"Adventure, Mystery, Comedy, Crime"
149509,Horns,0,0,"Drama, Fantasy, Thriller"
581392,Peninsula,42698327,17000000,"Horror, Adventure, Action, Thriller"
13597,Labyrinth,12729917,25000000,"Adventure, Family, Fantasy"
8328,Step Up 2: The Streets,150816700,23000000,"Music, Drama, Romance"
19898,Pandorum,20648328,33000000,"Action, Horror, Mystery, Science Fiction, Thriller"
9007,Just Like Heaven,102854431,58000000,"Drama, Comedy, Romance, Fantasy"
132344,Before Midnight,11176469,3000000,"Romance, Drama"
277217,Descendants,0,0,"Family, Music, Adventure, Comedy, Fantasy, TV Movie"
602269,The Little Things,29942746,30000000,"Crime, Drama, Thriller"
12556,Ghosts of Girlfriends Past,102223269,37500000,"Fantasy, Comedy, Romance"
1429,25th Hour,23932055,5000000,"Crime, Drama"
332210,Storks,182379278,70000000,"Adventure, Animation, Comedy, Family"
20453,3 Idiots,70000000,9000000,"Drama, Comedy"
13363,The Man from Earth,0,200000,"Science Fiction, Drama"
7347,Elite Squad,14759148,4000000,"Drama, Action, Crime"
96,Beverly Hills Cop II,299965036,28000000,"Action, Comedy, Crime"
8923,Green Street Hooligans,3154346,0,"Crime, Drama"
447277,The Little Mermaid,569244557,250000000,"Adventure, Family, Fantasy, Romance"
400710,Flatliners,45158254,19000000,"Drama, Horror, Thriller"
87818,Movie 43,32438988,6000000,Comedy
8456,Never Back Down,41627431,20000000,"Drama, Action"
5156,Bicycle Thieves,436655,133000,Drama
696,Manhattan,40194067,9000000,"Comedy, Drama, Romance"
96724,Anna Karenina,68929150,0,"Drama, Romance"
1607,A Bronx Tale,17287898,10000000,"Drama, Crime"
401469,Widows,73866088,42000000,"Crime, Thriller"
41216,Legend of the Guardians: The Owls of Ga'Hoole,140073390,80000000,"Animation, Adventure, Family, Fantasy"
379170,Sherlock: The Abominable Bride,0,0,"Crime, Drama, Mystery, TV Movie"
549053,Last Christmas,121550750,30000000,"Comedy, Romance"
80035,The Watch,68267862,68000000,"Comedy, Action, Science Fiction"
2082,Halloween,80460948,15000000,Horror
9494,Look Who's Talking,296999813,7500000,"Comedy, Romance"
3563,I Now Pronounce You Chuck & Larry,187134117,85000000,"Comedy, Romance"
9350,Cliffhanger,255000211,70000000,"Action, Adventure, Thriller"
267193,Grimsby,27979040,35000000,"Action, Comedy"
243688,Poltergeist,95437994,35000000,Horror
814,An American Werewolf in London,31973249,10000000,"Comedy, Horror"
8195,Ronin,70692101,55000000,"Action, Thriller, Crime"
87492,Foxcatcher,12096300,24000000,"Drama, Thriller"
6972,Australia,211787511,130000000,"Adventure, Drama, Romance"
180299,The Raid 2,6566916,4500000,"Action, Crime, Thriller"
11459,Sky High,86369815,35000000,"Adventure, Comedy, Family"
9600,Big Momma's House,173959438,30000000,"Crime, Comedy"
257088,Point Break,133718711,105000000,"Action, Adventure, Crime, Thriller"
481084,The Addams Family,204394183,40000000,"Family, Animation, Comedy, Fantasy"
858,Sleepless in Seattle,227799884,21000000,"Comedy, Drama, Romance"
11451,Herbie Fully Loaded,144146816,50000000,"Comedy, Family, Adventure, Fantasy, Romance"
11199,Wild Hogs,253625427,0,"Action, Adventure, Comedy"
12159,What Dreams May Come,71485043,85000000,"Drama, Fantasy, Romance"
9384,Starsky & Hutch,170268750,60000000,"Comedy, Crime"
522,Ed Wood,5887457,18000000,"Comedy, Drama, History"
465136,Every Day,10421847,4900000,"Fantasy, Romance"
42188,Never Let Me Go,9918093,15000000,"Drama, Romance, Science Fiction"
369557,Sing Street,13624522,4000000,"Comedy, Romance, Drama, Music"
783,Gandhi,77737889,22000000,"Drama, History"
504,Monster,60378584,8000000,"Crime, Drama"
13455,Push,49678401,38000000,"Science Fiction, Action, Adventure, Thriller"
42297,Burlesque,89519773,55000000,"Drama, Romance"
581600,Spenser Confidential,0,0,"Comedy, Action, Thriller"
10320,The Ring Two,161451538,50000000,"Drama, Horror, Thriller"
10950,I Am Sam,92542418,22000000,Drama
446791,All the Money in the World,56996304,50000000,"Crime, History, Thriller"
168530,Ride Along,153997819,25000000,"Action, Comedy"
9757,Norbit,159313561,10000000,Comedy
384680,Hostiles,36976336,55000000,"Western, Drama, History"
4970,Gothika,141591324,40000000,"Horror, Thriller"
346648,Paddington 2,227300000,40000000,"Adventure, Comedy, Family"
1262,Stranger Than Fiction,53653224,30000000,"Comedy, Drama, Fantasy, Romance"
372343,The Snowman,43203413,35000000,"Crime, Thriller"
110420,Wolf Children,55060661,0,"Animation, Family, Drama, Fantasy, Adventure"
412656,Chaos Walking,26508132,125000000,"Fantasy, Science Fiction, Adventure"
865,The Running Man,38122105,27000000,"Action, Science Fiction, Thriller"
28355,Case 39,29000000,27000000,"Horror, Mystery, Thriller"
273895,Selma,66787908,20000000,"History, Drama"
329833,Zoolander 2,56722693,50000000,"Comedy, Adventure, Action"
5825,National Lampoon's Christmas Vacation,71319546,27000000,Comedy
454992,The Spy Who Dumped Me,33562069,40000000,"Action, Comedy"
10376,The Legend of 1900,21057208,9000000,"Drama, Music, Romance"
8051,Punch-Drunk Love,24665649,25000000,"Romance, Drama, Comedy"
674324,The Banshees of Inisherin,49262687,20000000,"Drama, Comedy, History"
294272,Pete's Dragon,143695338,65000000,"Adventure, Family, Fantasy"
8848,The Bank Job,64828421,20000000,"Thriller, Crime, Drama"
86825,Stoker,12077441,12000000,"Drama, Horror, Thriller"
660,Thunderball,141195658,5500000,"Adventure, Action, Thriller"
11011,Ri¢hie Ri¢h,38087756,40000000,"Comedy, Family"
614917,King Richard,39429285,50000000,"Drama, History"
6038,Shanghai Knights,88323487,50000000,"Action, Adventure, Comedy, Western"
475303,A Rainy Day in New York,23800000,25000000,"Comedy, Romance"
9567,Tears of the Sun,86468162,75000000,"War, Action, Drama"
9312,Mortal Kombat,122195920,18000000,"Action, Fantasy"
38321,Priest,78309131,60000000,"Action, Fantasy, Horror, Thriller"
8536,Superman II,190458706,54000000,"Science Fiction, Action, Adventure"
339527,Solace,22586863,0,"Thriller, Crime, Mystery"
11978,Men of Honor,82343495,32000000,Drama
97,Tron,33000000,17000000,"Science Fiction, Action, Adventure"
2022,Mr. Deeds,171269535,50000000,"Comedy, Romance"
37821,Killers,98159963,75000000,"Action, Comedy, Thriller, Romance"
457335,Guns Akimbo,835102,0,"Action, Comedy"
37472,Ip Man 2,36000000,12902809,"Action, History, Drama"
422,8½,0,0,"Fantasy, Drama"
318121,The Fundamentals of Caring,0,0,"Comedy, Drama"
37950,Charlie St. Cloud,48190704,44000000,"Drama, Romance"
245,About a Boy,129000000,27000000,"Drama, Comedy, Romance"
43947,I Spit on Your Grave,572809,2000000,"Thriller, Crime, Horror"
6950,Outbreak,189859560,50000000,"Action, Drama, Science Fiction, Thriller"
2135,The Time Machine,123729176,80000000,"Science Fiction, Adventure, Action"
6278,Reign of Fire,82150183,60000000,"Adventure, Action, Fantasy"
14001,Dead Silence,22217407,20000000,Horror
2133,The Perfect Storm,325756637,120000000,"Action, Adventure, Drama, Thriller"
77931,The Smurfs 2,347434178,105000000,"Fantasy, Family, Comedy, Animation"
37707,Splice,0,26000000,"Horror, Science Fiction, Thriller"
9493,Twins,216614388,15000000,Comedy
84199,The First Time,22836,0,"Drama, Comedy, Romance"
8814,Doom,58072119,60000000,"Action, Horror, Science Fiction"
522212,Just Mercy,50401502,25000000,"Drama, Crime, History"
68727,Trance,24261569,20000000,"Thriller, Crime, Drama, Mystery"
615656,Meg 2: The Trench,384056482,129000000,"Action, Science Fiction, Horror"
12279,Spy Kids 3-D: Game Over,197011982,38000000,"Action, Adventure, Comedy, Family, Science Fiction"
10313,The Men Who Stare at Goats,68729358,24000000,"Comedy, War"
8202,Æon Flux,53321673,62000000,"Science Fiction, Action, Thriller"
79,Hero,177394432,31000000,"Drama, Adventure, Action, History"
11439,The Ghost Writer,60331447,45000000,"Thriller, Mystery"
72571,Paranormal Activity 3,207039844,5000000,"Horror, Mystery"
58431,Pride and Prejudice and Zombies,16457494,28000000,"Romance, Horror, Comedy, Thriller"
10139,Milk,54589558,20000000,"History, Drama"
502416,Ma,51749995,5000000,"Horror, Thriller"
12102,Kramer vs. Kramer,106260000,8000000,Drama
484718,Coming 2 America,0,60000000,Comedy
347375,Mile 22,66308758,35000000,"Action, Thriller"
9397,Evolution,98376292,80000000,"Comedy, Science Fiction, Action"
8872,Wayne's World,183097323,20000000,"Comedy, Music"
591273,Fear Street: 1994,0,0,"Mystery, Horror"
473,Pi,3221152,60000,"Mystery, Drama, Thriller"
22972,Green Zone,94882889,100000000,"War, Action, Adventure, Drama, Thriller"
1248,Hannibal Rising,82169884,50000000,"Crime, Drama, Thriller, Horror"
10065,The Amityville Horror,108047131,19000000,Horror
399019,The Beguiled,27397655,10500000,Drama
483906,Polar,0,0,"Action, Crime, Drama"
284,The Apartment,25000000,3000000,"Comedy, Drama, Romance"
262,The King of Comedy,2536000,19000000,"Drama, Comedy"
625568,Unhinged,39238300,33000000,"Action, Thriller"
82525,Savages,82966152,45000000,"Crime, Drama, Thriller"
10867,Malena,14493284,0,Drama
89492,This Is 40,88215156,35000000,Comedy
463821,The House with a Clock in Its Walls,131523093,42000000,"Fantasy, Family, Comedy"
104,Run Lola Run,7267585,1530000,"Action, Drama, Thriller"
1646,Freedom Writers,43095175,21000000,"Crime, Drama"
55301,Alvin and the Chipmunks: Chipwrecked,342695435,75000000,"Comedy, Fantasy, Family, Music, Animation"
9488,Spy Kids 2: The Island of Lost Dreams,119723358,38000000,"Action, Adventure, Family, Comedy, Science Fiction"
16614,Adventureland,17164820,9800000,"Comedy, Drama"
43593,Piranha 3D,83188165,24000000,"Comedy, Horror"
62838,New Year's Eve,142044638,56000000,"Comedy, Romance"
619778,Malignant,34891791,40000000,"Horror, Mystery, Thriller"
137093,Last Vegas,134402450,28000000,Comedy
11770,Shaolin Soccer,42776760,10000005,"Action, Comedy"
926,Galaxy Quest,90683916,45000000,"Comedy, Science Fiction, Adventure"
387,Das Boot,85000000,14000000,"Drama, History, War"
426543,The Nutcracker and the Four Realms,59522646,120000000,"Fantasy, Adventure, Family"
921,Cinderella Man,108539911,88000000,"Romance, Drama, History"
677179,Creed III,275248615,75000000,"Drama, Action"
228066,Victor Frankenstein,34227298,40000000,"Drama, Science Fiction, Thriller"
523139,In the Tall Grass,0,0,"Horror, Drama, Thriller"
59860,Monte Carlo,39782683,20000000,"Adventure, Comedy, Romance"
37137,The Naked Gun 2½: The Smell of Fear,86930411,23000000,"Comedy, Crime"
1428,Once Upon a Time in Mexico,98185582,29000000,"Action, Drama, Mystery"
9513,Garfield: A Tail of Two Kitties,141702264,60000000,"Animation, Comedy, Family, Adventure"
632357,The Unholy,30833138,10000000,"Horror, Mystery"
